StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Email,Phone,ReportingPeriod
SID_2024067,100,93.55,Paid,8,86.07,0,Graduate,jason29@example.org,+1-510-355-8577x459,4
SID_2024068,94,76.9,Paid,13,80.67,0,Graduate,jose09@example.com,345-372-8464,1
SID_2024068,94,82.32,Paid,13,80.67,0,Graduate,jose09@example.com,345-372-8464,2
SID_2024068,95,86.92,Paid,13,80.67,0,Graduate,jose09@example.com,345-372-8464,3
SID_2024068,100,80.18,Paid,13,80.67,0,Graduate,jose09@example.com,345-372-8464,4
SID_2024069,69,84.98,Paid,7,67.2,0,Enrolled,chenandrew@example.com,001-334-496-5885x633,1
SID_2024069,72,86.02,Paid,7,67.2,0,Enrolled,chenandrew@example.com,001-334-496-5885x633,2
SID_2024069,73,79.44,Paid,7,67.2,0,Enrolled,chenandrew@example.com,001-334-496-5885x633,3
SID_2024069,74,81.31,Paid,7,67.2,0,Enrolled,chenandrew@example.com,001-334-496-5885x633,4
SID_2024070,92,86.73,Paid,5,78.91,0,Enrolled,david01@example.com,245-990-2741x31033,1
SID_2024070,91,80.13,Paid,5,78.91,0,Enrolled,david01@example.com,245-990-2741x31033,2
SID_2024070,96,79.56,Paid,5,78.91,0,Enrolled,david01@example.com,245-990-2741x31033,3
SID_2024070,91,82.41,Paid,5,78.91,0,Enrolled,david01@example.com,245-990-2741x31033,4
SID_2024071,100,81.53,Paid,14,85.36,0,Graduate,nyates@example.org,001-251-534-0394x6917,1
SID_2024071,100,82.7,Paid,14,85.36,0,Graduate,nyates@example.org,001-251-534-0394x6917,2
SID_2024071,100,87.3,Paid,14,85.36,0,Graduate,nyates@example.org,001-251-534-0394x6917,3
SID_2024071,100,91.93,Paid,14,85.36,0,Graduate,nyates@example.org,001-251-534-0394x6917,4
SID_2024072,75,76.34,Due,5,63.69,1,Enrolled,williamhall@example.org,428.874.1359x864,1
SID_2024072,76,74.29,Due,5,63.69,1,Enrolled,williamhall@example.org,428.874.1359x864,2
SID_2024072,71,73.07,Due,5,63.69,1,Enrolled,williamhall@example.org,428.874.1359x864,3
SID_2024072,71,76.71,Due,5,63.69,1,Enrolled,williamhall@example.org,428.874.1359x864,4
SID_2024073,100,99.55,Paid,8,82.55,0,Graduate,randy24@example.net,544-432-2938x9149,1
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,randy24@example.net,544-432-2938x9149,2
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,randy24@example.net,544-432-2938x9149,3
SID_2024073,100,100.0,Paid,8,82.55,0,Graduate,randy24@example.net,544-432-2938x9149,4
SID_2024074,82,70.1,Paid,3,67.58,1,Enrolled,santiagoholly@example.com,+1-260-237-3847x69995,1
SID_2024074,82,69.04,Paid,3,67.58,1,Enrolled,santiagoholly@example.com,+1-260-237-3847x69995,2
SID_2024074,76,68.27,Paid,3,67.58,1,Enrolled,santiagoholly@example.com,+1-260-237-3847x69995,3
SID_2024074,81,67.29,Paid,3,67.58,1,Enrolled,santiagoholly@example.com,+1-260-237-3847x69995,4
SID_2024075,42,37.79,Due,0,53.19,0,Dropout,jeffreyanderson@example.net,+1-821-320-1047x306,1
SID_2024075,54,39.14,Due,0,53.19,0,Dropout,jeffreyanderson@example.net,+1-821-320-1047x306,2
SID_2024075,57,46.25,Due,0,53.19,0,Dropout,jeffreyanderson@example.net,+1-821-320-1047x306,3
SID_2024075,60,50.72,Due,0,53.19,0,Dropout,jeffreyanderson@example.net,+1-821-320-1047x306,4
SID_2024076,93,82.71,Paid,5,72.52,0,Graduate,alvarezcory@example.org,498.345.5146,1
SID_2024076,94,84.27,Paid,5,72.52,0,Graduate,alvarezcory@example.org,498.345.5146,2
SID_2024076,98,88.41,Paid,5,72.52,0,Graduate,alvarezcory@example.org,498.345.5146,3
SID_2024076,100,90.21,Paid,5,72.52,0,Graduate,alvarezcory@example.org,498.345.5146,4
SID_2024077,97,79.07,Paid,5,79.39,1,Graduate,jwashington@example.net,314.511.0332x65992,1
SID_2024077,100,82.33,Paid,5,79.39,1,Graduate,jwashington@example.net,314.511.0332x65992,2
SID_2024077,99,88.21,Paid,5,79.39,1,Graduate,jwashington@example.net,314.511.0332x65992,3
SID_2024077,100,84.99,Paid,5,79.39,1,Graduate,jwashington@example.net,314.511.0332x65992,4
SID_2024078,64,42.77,Overdue,1,47.94,1,Dropout,luisanderson@example.org,001-358-357-2041x4564,1
SID_2024078,67,44.02,Overdue,1,47.94,1,Dropout,luisanderson@example.org,001-358-357-2041x4564,2
SID_2024078,75,47.28,Overdue,1,47.94,1,Dropout,luisanderson@example.org,001-358-357-2041x4564,3
SID_2024078,79,52.87,Overdue,1,47.94,1,Dropout,luisanderson@example.org,001-358-357-2041x4564,4
SID_2024079,87,85.85,Paid,7,69.82,0,Enrolled,michaelbradley@example.net,+1-718-229-8706x481,1
SID_2024079,89,87.2,Paid,7,69.82,0,Enrolled,michaelbradley@example.net,+1-718-229-8706x481,2
SID_2024079,87,87.86,Paid,7,69.82,0,Enrolled,michaelbradley@example.net,+1-718-229-8706x481,3
SID_2024079,87,86.52,Paid,7,69.82,0,Enrolled,michaelbradley@example.net,+1-718-229-8706x481,4
SID_2024080,73,72.97,Paid,9,75.73,0,Enrolled,floresalexander@example.com,(811)269-1927,1
SID_2024080,74,68.52,Paid,9,75.73,0,Enrolled,floresalexander@example.com,(811)269-1927,2
SID_2024080,77,65.63,Paid,9,75.73,0,Enrolled,floresalexander@example.com,(811)269-1927,3
SID_2024080,74,66.18,Paid,9,75.73,0,Enrolled,floresalexander@example.com,(811)269-1927,4
SID_2024081,74,80.3,Paid,6,76.24,0,Enrolled,johnjames@example.net,354-201-9078,1
SID_2024081,75,82.65,Paid,6,76.24,0,Enrolled,johnjames@example.net,354-201-9078,2
SID_2024081,76,83.25,Paid,6,76.24,0,Enrolled,johnjames@example.net,354-201-9078,3
SID_2024081,75,86.75,Paid,6,76.24,0,Enrolled,johnjames@example.net,354-201-9078,4
SID_2024082,75,61.66,Paid,8,71.87,1,Enrolled,meganguerra@example.org,546-560-9870x360,1
SID_2024082,70,62.0,Paid,8,71.87,1,Enrolled,meganguerra@example.org,546-560-9870x360,2
SID_2024082,75,63.35,Paid,8,71.87,1,Enrolled,meganguerra@example.org,546-560-9870x360,3
SID_2024082,75,62.02,Paid,8,71.87,1,Enrolled,meganguerra@example.org,546-560-9870x360,4
SID_2024083,73,83.0,Paid,8,57.12,0,Enrolled,michaelhenderson@example.net,773-969-9528,1
SID_2024083,77,80.03,Paid,8,57.12,0,Enrolled,michaelhenderson@example.net,773-969-9528,2
SID_2024083,75,80.83,Paid,8,57.12,0,Enrolled,michaelhenderson@example.net,773-969-9528,3
SID_2024083,71,76.03,Paid,8,57.12,0,Enrolled,michaelhenderson@example.net,773-969-9528,4
SID_2024084,40,46.76,Overdue,1,50.9,0,Dropout,ayerselizabeth@example.org,(852)766-3297x8185,1
SID_2024084,43,54.3,Overdue,1,50.9,0,Dropout,ayerselizabeth@example.org,(852)766-3297x8185,2
SID_2024084,49,54.4,Overdue,1,50.9,0,Dropout,ayerselizabeth@example.org,(852)766-3297x8185,3
SID_2024084,53,58.98,Overdue,1,50.9,0,Dropout,ayerselizabeth@example.org,(852)766-3297x8185,4
SID_2024085,58,42.95,Overdue,0,47.34,0,Dropout,william06@example.net,778-838-6410x79715,1
SID_2024085,55,44.26,Overdue,0,47.34,0,Dropout,william06@example.net,778-838-6410x79715,2
SID_2024085,63,47.18,Overdue,0,47.34,0,Dropout,william06@example.net,778-838-6410x79715,3
SID_2024085,67,53.15,Overdue,0,47.34,0,Dropout,william06@example.net,778-838-6410x79715,4
SID_2024086,99,89.7,Paid,8,89.75,0,Graduate,twells@example.org,+1-369-289-8577x90639,1
SID_2024086,100,94.43,Paid,8,89.75,0,Graduate,twells@example.org,+1-369-289-8577x90639,2
SID_2024086,100,98.84,Paid,8,89.75,0,Graduate,twells@example.org,+1-369-289-8577x90639,3
SID_2024086,100,100.0,Paid,8,89.75,0,Graduate,twells@example.org,+1-369-289-8577x90639,4
SID_2024087,98,78.86,Paid,14,92.45,0,Graduate,megan40@example.com,(513)972-2395x03755,1
SID_2024087,100,80.58,Paid,14,92.45,0,Graduate,megan40@example.com,(513)972-2395x03755,2
SID_2024087,100,87.19,Paid,14,92.45,0,Graduate,megan40@example.com,(513)972-2395x03755,3
SID_2024087,100,82.71,Paid,14,92.45,0,Graduate,megan40@example.com,(513)972-2395x03755,4
SID_2024088,89,100.0,Paid,10,90.77,0,Graduate,juan36@example.net,263-619-8577x2739,1
SID_2024088,92,100.0,Paid,10,90.77,0,Graduate,juan36@example.net,263-619-8577x2739,2
SID_2024088,94,100.0,Paid,10,90.77,0,Graduate,juan36@example.net,263-619-8577x2739,3
SID_2024088,96,100.0,Paid,10,90.77,0,Graduate,juan36@example.net,263-619-8577x2739,4
SID_2024089,97,79.05,Paid,14,81.73,1,Graduate,joshuareed@example.net,517.468.7201x3388,1
SID_2024089,97,83.56,Paid,14,81.73,1,Graduate,joshuareed@example.net,517.468.7201x3388,2
SID_2024089,98,83.76,Paid,14,81.73,1,Graduate,joshuareed@example.net,517.468.7201x3388,3
SID_2024089,100,84.17,Paid,14,81.73,1,Graduate,joshuareed@example.net,517.468.7201x3388,4
SID_2024090,98,96.08,Paid,6,80.68,0,Graduate,cwilson@example.org,001-477-926-4707x820,1
SID_2024090,100,98.51,Paid,6,80.68,0,Graduate,cwilson@example.org,001-477-926-4707x820,2
SID_2024090,100,99.49,Paid,6,80.68,0,Graduate,cwilson@example.org,001-477-926-4707x820,3
SID_2024090,100,100.0,Paid,6,80.68,0,Graduate,cwilson@example.org,001-477-926-4707x820,4
SID_2024091,52,49.29,Overdue,3,55.31,1,Dropout,karenwright@example.org,674-242-6628,1
SID_2024091,58,58.36,Overdue,3,55.31,1,Dropout,karenwright@example.org,674-242-6628,2
SID_2024091,67,59.4,Overdue,3,55.31,1,Dropout,karenwright@example.org,674-242-6628,3
SID_2024091,70,63.88,Overdue,3,55.31,1,Dropout,karenwright@example.org,674-242-6628,4
SID_2024092,93,98.28,Paid,10,92.42,0,Graduate,margaret01@example.org,+1-985-233-2805x97728,1
SID_2024092,95,100.0,Paid,10,92.42,0,Graduate,margaret01@example.org,+1-985-233-2805x97728,2
SID_2024092,94,100.0,Paid,10,92.42,0,Graduate,margaret01@example.org,+1-985-233-2805x97728,3
SID_2024092,95,100.0,Paid,10,92.42,0,Graduate,margaret01@example.org,+1-985-233-2805x97728,4
SID_2024093,81,86.5,Paid,8,58.89,0,Enrolled,vmcdonald@example.org,4664303586,1
SID_2024093,83,84.67,Paid,8,58.89,0,Enrolled,vmcdonald@example.org,4664303586,2
SID_2024093,83,81.57,Paid,8,58.89,0,Enrolled,vmcdonald@example.org,4664303586,3
SID_2024093,83,86.37,Paid,8,58.89,0,Enrolled,vmcdonald@example.org,4664303586,4
SID_2024094,59,30.0,Overdue,1,29.22,1,Dropout,lbradley@example.org,001-238-371-7547,1
SID_2024094,61,30.0,Overdue,1,29.22,1,Dropout,lbradley@example.org,001-238-371-7547,2
SID_2024094,67,30.0,Overdue,1,29.22,1,Dropout,lbradley@example.org,001-238-371-7547,3
SID_2024094,71,31.87,Overdue,1,29.22,1,Dropout,lbradley@example.org,001-238-371-7547,4
SID_2024095,93,73.48,Paid,8,55.42,1,Enrolled,willie20@example.net,(440)289-9520x078,1
SID_2024095,94,77.73,Paid,8,55.42,1,Enrolled,willie20@example.net,(440)289-9520x078,2
SID_2024095,93,71.05,Paid,8,55.42,1,Enrolled,willie20@example.net,(440)289-9520x078,3
SID_2024095,91,77.35,Paid,8,55.42,1,Enrolled,willie20@example.net,(440)289-9520x078,4
SID_2024096,90,90.22,Paid,6,76.13,0,Graduate,johnsonanthony@example.net,484.994.0551x62229,1
SID_2024096,92,88.76,Paid,6,76.13,0,Graduate,johnsonanthony@example.net,484.994.0551x62229,2
SID_2024096,91,91.45,Paid,6,76.13,0,Graduate,johnsonanthony@example.net,484.994.0551x62229,3
SID_2024096,96,99.34,Paid,6,76.13,0,Graduate,johnsonanthony@example.net,484.994.0551x62229,4
SID_2024097,40,40.79,Overdue,0,40.37,1,Dropout,gary02@example.com,+1-700-703-4844x24725,1
SID_2024097,44,41.22,Overdue,0,40.37,1,Dropout,gary02@example.com,+1-700-703-4844x24725,2
SID_2024097,46,48.5,Overdue,0,40.37,1,Dropout,gary02@example.com,+1-700-703-4844x24725,3
SID_2024097,52,52.6,Overdue,0,40.37,1,Dropout,gary02@example.com,+1-700-703-4844x24725,4
SID_2024098,89,82.16,Paid,9,79.59,0,Graduate,jody47@example.org,001-246-886-8685,1
SID_2024098,91,82.31,Paid,9,79.59,0,Graduate,jody47@example.org,001-246-886-8685,2
SID_2024098,90,91.61,Paid,9,79.59,0,Graduate,jody47@example.org,001-246-886-8685,3
SID_2024098,95,92.07,Paid,9,79.59,0,Graduate,jody47@example.org,001-246-886-8685,4
SID_2024099,45,35.17,Overdue,4,52.79,1,Dropout,etorres@example.org,809-574-3612,1
SID_2024099,46,36.91,Overdue,4,52.79,1,Dropout,etorres@example.org,809-574-3612,2
SID_2024099,51,38.4,Overdue,4,52.79,1,Dropout,etorres@example.org,809-574-3612,3
SID_2024099,54,43.83,Overdue,4,52.79,1,Dropout,etorres@example.org,809-574-3612,4
SID_2024100,86,66.36,Paid,8,73.63,1,Enrolled,brianoliver@example.net,9323848916,1
SID_2024100,82,69.68,Paid,8,73.63,1,Enrolled,brianoliver@example.net,9323848916,2
SID_2024100,86,65.59,Paid,8,73.63,1,Enrolled,brianoliver@example.net,9323848916,3
SID_2024100,82,63.44,Paid,8,73.63,1,Enrolled,brianoliver@example.net,9323848916,4
SID_2024101,88,82.96,Paid,6,61.7,0,Enrolled,maryaguirre@example.net,(916)387-6985x78274,1
SID_2024101,88,84.86,Paid,6,61.7,0,Enrolled,maryaguirre@example.net,(916)387-6985x78274,2
SID_2024101,87,85.07,Paid,6,61.7,0,Enrolled,maryaguirre@example.net,(916)387-6985x78274,3
SID_2024101,90,84.56,Paid,6,61.7,0,Enrolled,maryaguirre@example.net,(916)387-6985x78274,4
SID_2024102,95,81.62,Paid,5,88.29,0,Graduate,booneheidi@example.com,214-422-5507x942,1
SID_2024102,98,83.04,Paid,5,88.29,0,Graduate,booneheidi@example.com,214-422-5507x942,2
SID_2024102,100,82.59,Paid,5,88.29,0,Graduate,booneheidi@example.com,214-422-5507x942,3
SID_2024102,98,93.98,Paid,5,88.29,0,Graduate,booneheidi@example.com,214-422-5507x942,4
SID_2024103,90,70.14,Paid,5,59.98,0,Enrolled,tonymoore@example.com,320-574-0318,1
SID_2024103,90,63.83,Paid,5,59.98,0,Enrolled,tonymoore@example.com,320-574-0318,2
SID_2024103,89,70.48,Paid,5,59.98,0,Enrolled,tonymoore@example.com,320-574-0318,3
SID_2024103,88,66.14,Paid,5,59.98,0,Enrolled,tonymoore@example.com,320-574-0318,4
SID_2024104,80,59.23,Paid,5,79.65,0,Enrolled,johnsonmichael@example.org,886.727.0691x614,1
SID_2024104,80,64.26,Paid,5,79.65,0,Enrolled,johnsonmichael@example.org,886.727.0691x614,2
SID_2024104,84,64.02,Paid,5,79.65,0,Enrolled,johnsonmichael@example.org,886.727.0691x614,3
SID_2024104,79,67.27,Paid,5,79.65,0,Enrolled,johnsonmichael@example.org,886.727.0691x614,4
SID_2024105,86,87.85,Paid,9,92.1,1,Graduate,omartinez@example.com,(426)372-9682x76554,1
SID_2024105,89,92.86,Paid,9,92.1,1,Graduate,omartinez@example.com,(426)372-9682x76554,2
SID_2024105,91,96.26,Paid,9,92.1,1,Graduate,omartinez@example.com,(426)372-9682x76554,3
SID_2024105,89,92.74,Paid,9,92.1,1,Graduate,omartinez@example.com,(426)372-9682x76554,4
SID_2024106,87,85.41,Paid,6,71.33,0,Enrolled,simpsonwilliam@example.org,8113695246,1
SID_2024106,87,84.07,Paid,6,71.33,0,Enrolled,simpsonwilliam@example.org,8113695246,2
SID_2024106,82,87.13,Paid,6,71.33,0,Enrolled,simpsonwilliam@example.org,8113695246,3
SID_2024106,83,86.92,Paid,6,71.33,0,Enrolled,simpsonwilliam@example.org,8113695246,4
SID_2024107,78,78.3,Paid,7,64.08,1,Enrolled,reginald99@example.com,946-244-4295,1
SID_2024107,77,81.92,Paid,7,64.08,1,Enrolled,reginald99@example.com,946-244-4295,2
SID_2024107,77,77.68,Paid,7,64.08,1,Enrolled,reginald99@example.com,946-244-4295,3
SID_2024107,77,80.17,Paid,7,64.08,1,Enrolled,reginald99@example.com,946-244-4295,4
SID_2024108,94,60.92,Due,7,68.8,0,Enrolled,rhonda79@example.com,001-216-708-1324,1
SID_2024108,93,59.07,Due,7,68.8,0,Enrolled,rhonda79@example.com,001-216-708-1324,2
SID_2024108,93,61.37,Due,7,68.8,0,Enrolled,rhonda79@example.com,001-216-708-1324,3
SID_2024108,91,62.82,Due,7,68.8,0,Enrolled,rhonda79@example.com,001-216-708-1324,4
SID_2024109,81,88.18,Paid,5,64.23,0,Enrolled,williamsbryan@example.org,734.942.3052,1
SID_2024109,82,84.33,Paid,5,64.23,0,Enrolled,williamsbryan@example.org,734.942.3052,2
SID_2024109,76,83.7,Paid,5,64.23,0,Enrolled,williamsbryan@example.org,734.942.3052,3
SID_2024109,78,87.43,Paid,5,64.23,0,Enrolled,williamsbryan@example.org,734.942.3052,4
SID_2024110,40,46.98,Overdue,4,42.72,0,Dropout,brian76@example.org,308.256.1532x163,1
SID_2024110,46,48.87,Overdue,4,42.72,0,Dropout,brian76@example.org,308.256.1532x163,2
SID_2024110,48,54.72,Overdue,4,42.72,0,Dropout,brian76@example.org,308.256.1532x163,3
SID_2024110,54,59.76,Overdue,4,42.72,0,Dropout,brian76@example.org,308.256.1532x163,4
SID_2024111,89,72.82,Paid,6,58.58,0,Enrolled,jordan36@example.com,(597)377-8272x935,1
SID_2024111,87,72.13,Paid,6,58.58,0,Enrolled,jordan36@example.com,(597)377-8272x935,2
SID_2024111,87,73.44,Paid,6,58.58,0,Enrolled,jordan36@example.com,(597)377-8272x935,3
SID_2024111,88,74.22,Paid,6,58.58,0,Enrolled,jordan36@example.com,(597)377-8272x935,4
SID_2024112,85,73.78,Paid,5,72.4,1,Enrolled,lucasphillips@example.net,432.698.6322x675,1
SID_2024112,83,73.13,Paid,5,72.4,1,Enrolled,lucasphillips@example.net,432.698.6322x675,2
SID_2024112,84,72.72,Paid,5,72.4,1,Enrolled,lucasphillips@example.net,432.698.6322x675,3
SID_2024112,88,78.98,Paid,5,72.4,1,Enrolled,lucasphillips@example.net,432.698.6322x675,4
SID_2024113,92,95.16,Paid,11,70.22,0,Graduate,thomasmoore@example.org,001-393-790-5126x185,1
SID_2024113,95,98.03,Paid,11,70.22,0,Graduate,thomasmoore@example.org,001-393-790-5126x185,2
SID_2024113,97,98.53,Paid,11,70.22,0,Graduate,thomasmoore@example.org,001-393-790-5126x185,3
SID_2024113,95,100.0,Paid,11,70.22,0,Graduate,thomasmoore@example.org,001-393-790-5126x185,4
SID_2024114,97,96.11,Paid,14,81.43,0,Graduate,franklinanna@example.org,900-909-6346x949,1
SID_2024114,98,97.33,Paid,14,81.43,0,Graduate,franklinanna@example.org,900-909-6346x949,2
SID_2024114,99,100.0,Paid,14,81.43,0,Graduate,franklinanna@example.org,900-909-6346x949,3
SID_2024114,100,100.0,Paid,14,81.43,0,Graduate,franklinanna@example.org,900-909-6346x949,4
SID_2024115,87,74.14,Paid,9,73.16,1,Enrolled,robertknight@example.net,001-259-386-8363x290,1
SID_2024115,90,78.16,Paid,9,73.16,1,Enrolled,robertknight@example.net,001-259-386-8363x290,2
SID_2024115,91,75.73,Paid,9,73.16,1,Enrolled,robertknight@example.net,001-259-386-8363x290,3
SID_2024115,90,77.61,Paid,9,73.16,1,Enrolled,robertknight@example.net,001-259-386-8363x290,4
SID_2024116,93,86.67,Paid,10,91.37,0,Graduate,yromero@example.com,(591)779-1198x601,1
SID_2024116,95,89.75,Paid,10,91.37,0,Graduate,yromero@example.com,(591)779-1198x601,2
SID_2024116,97,90.74,Paid,10,91.37,0,Graduate,yromero@example.com,(591)779-1198x601,3
SID_2024116,95,92.17,Paid,10,91.37,0,Graduate,yromero@example.com,(591)779-1198x601,4
SID_2024117,68,82.08,Paid,3,77.28,0,Enrolled,tguzman@example.com,+1-787-454-0829x3974,1
SID_2024117,72,81.14,Paid,3,77.28,0,Enrolled,tguzman@example.com,+1-787-454-0829x3974,2
SID_2024117,70,79.72,Paid,3,77.28,0,Enrolled,tguzman@example.com,+1-787-454-0829x3974,3
SID_2024117,72,82.15,Paid,3,77.28,0,Enrolled,tguzman@example.com,+1-787-454-0829x3974,4
SID_2024118,90,80.83,Paid,10,75.75,0,Graduate,roberthumphrey@example.net,(583)522-3874,1
SID_2024118,90,85.16,Paid,10,75.75,0,Graduate,roberthumphrey@example.net,(583)522-3874,2
SID_2024118,91,82.7,Paid,10,75.75,0,Graduate,roberthumphrey@example.net,(583)522-3874,3
SID_2024118,96,88.32,Paid,10,75.75,0,Graduate,roberthumphrey@example.net,(583)522-3874,4
SID_2024119,90,94.95,Paid,10,83.05,0,Graduate,taylor18@example.com,+1-359-603-8324,1
SID_2024119,91,98.75,Paid,10,83.05,0,Graduate,taylor18@example.com,+1-359-603-8324,2
SID_2024119,95,96.26,Paid,10,83.05,0,Graduate,taylor18@example.com,+1-359-603-8324,3
SID_2024119,93,96.38,Paid,10,83.05,0,Graduate,taylor18@example.com,+1-359-603-8324,4
SID_2024120,54,31.39,Overdue,4,37.63,0,Dropout,gregoryross@example.org,001-364-426-9763x5488,1
SID_2024120,53,30.0,Overdue,4,37.63,0,Dropout,gregoryross@example.org,001-364-426-9763x5488,2
SID_2024120,58,36.24,Overdue,4,37.63,0,Dropout,gregoryross@example.org,001-364-426-9763x5488,3
SID_2024120,63,38.85,Overdue,4,37.63,0,Dropout,gregoryross@example.org,001-364-426-9763x5488,4
SID_2024121,74,74.07,Paid,7,70.22,1,Enrolled,olopez@example.net,860-817-5212x0681,1
SID_2024121,72,75.73,Paid,7,70.22,1,Enrolled,olopez@example.net,860-817-5212x0681,2
SID_2024121,73,77.25,Paid,7,70.22,1,Enrolled,olopez@example.net,860-817-5212x0681,3
SID_2024121,71,80.46,Paid,7,70.22,1,Enrolled,olopez@example.net,860-817-5212x0681,4
SID_2024122,69,59.15,Paid,7,58.69,0,Enrolled,erika30@example.net,001-746-742-1142,1
SID_2024122,71,64.36,Paid,7,58.69,0,Enrolled,erika30@example.net,001-746-742-1142,2
SID_2024122,72,61.45,Paid,7,58.69,0,Enrolled,erika30@example.net,001-746-742-1142,3
SID_2024122,71,59.03,Paid,7,58.69,0,Enrolled,erika30@example.net,001-746-742-1142,4
SID_2024123,72,71.71,Paid,8,66.9,1,Enrolled,wilsonsusan@example.net,(834)611-6484x414,1
SID_2024123,75,75.94,Paid,8,66.9,1,Enrolled,wilsonsusan@example.net,(834)611-6484x414,2
SID_2024123,72,77.07,Paid,8,66.9,1,Enrolled,wilsonsusan@example.net,(834)611-6484x414,3
SID_2024123,78,72.11,Paid,8,66.9,1,Enrolled,wilsonsusan@example.net,(834)611-6484x414,4
SID_2024124,88,94.81,Paid,12,91.35,0,Graduate,matthew69@example.com,898-819-4691x822,1
SID_2024124,88,95.71,Paid,12,91.35,0,Graduate,matthew69@example.com,898-819-4691x822,2
SID_2024124,92,95.47,Paid,12,91.35,0,Graduate,matthew69@example.com,898-819-4691x822,3
SID_2024124,90,100.0,Paid,12,91.35,0,Graduate,matthew69@example.com,898-819-4691x822,4
SID_2024125,45,38.71,Overdue,2,58.33,1,Dropout,havila@example.com,552.463.5631,1
SID_2024125,51,38.18,Overdue,2,58.33,1,Dropout,havila@example.com,552.463.5631,2
SID_2024125,60,45.76,Overdue,2,58.33,1,Dropout,havila@example.com,552.463.5631,3
SID_2024125,63,49.93,Overdue,2,58.33,1,Dropout,havila@example.com,552.463.5631,4
SID_2024126,98,82.72,Paid,10,89.82,0,Graduate,josephharrison@example.net,+1-536-957-9946,1
SID_2024126,100,88.25,Paid,10,89.82,0,Graduate,josephharrison@example.net,+1-536-957-9946,2
SID_2024126,100,88.74,Paid,10,89.82,0,Graduate,josephharrison@example.net,+1-536-957-9946,3
SID_2024126,100,91.65,Paid,10,89.82,0,Graduate,josephharrison@example.net,+1-536-957-9946,4
SID_2024127,77,74.62,Paid,3,75.83,0,Enrolled,erika95@example.com,563.611.5637,1
SID_2024127,77,66.69,Paid,3,75.83,0,Enrolled,erika95@example.com,563.611.5637,2
SID_2024127,80,74.47,Paid,3,75.83,0,Enrolled,erika95@example.com,563.611.5637,3
SID_2024127,75,67.58,Paid,3,75.83,0,Enrolled,erika95@example.com,563.611.5637,4
SID_2024128,97,79.09,Paid,12,78.59,0,Graduate,bperry@example.org,3373769823,1
SID_2024128,98,79.59,Paid,12,78.59,0,Graduate,bperry@example.org,3373769823,2
SID_2024128,100,83.24,Paid,12,78.59,0,Graduate,bperry@example.org,3373769823,3
SID_2024128,100,82.52,Paid,12,78.59,0,Graduate,bperry@example.org,3373769823,4
SID_2024129,72,73.08,Paid,9,71.13,1,Enrolled,jensenbrenda@example.org,+1-616-721-5376,1
SID_2024129,70,75.7,Paid,9,71.13,1,Enrolled,jensenbrenda@example.org,+1-616-721-5376,2
SID_2024129,71,76.76,Paid,9,71.13,1,Enrolled,jensenbrenda@example.org,+1-616-721-5376,3
SID_2024129,71,78.7,Paid,9,71.13,1,Enrolled,jensenbrenda@example.org,+1-616-721-5376,4
SID_2024130,78,72.97,Due,9,72.26,0,Enrolled,wilsonjennifer@example.net,+1-682-983-8664x26874,1
SID_2024130,80,69.43,Due,9,72.26,0,Enrolled,wilsonjennifer@example.net,+1-682-983-8664x26874,2
SID_2024130,83,76.8,Due,9,72.26,0,Enrolled,wilsonjennifer@example.net,+1-682-983-8664x26874,3
SID_2024130,78,76.04,Due,9,72.26,0,Enrolled,wilsonjennifer@example.net,+1-682-983-8664x26874,4
SID_2024131,84,66.81,Paid,8,77.82,0,Enrolled,morgansanchez@example.net,7124217154,1
SID_2024131,83,70.52,Paid,8,77.82,0,Enrolled,morgansanchez@example.net,7124217154,2
SID_2024131,86,73.42,Paid,8,77.82,0,Enrolled,morgansanchez@example.net,7124217154,3
SID_2024131,85,71.31,Paid,8,77.82,0,Enrolled,morgansanchez@example.net,7124217154,4
SID_2024132,41,30.0,Overdue,0,39.61,1,Dropout,smithcheryl@example.com,+1-247-439-9139x65351,1
SID_2024132,51,30.0,Overdue,0,39.61,1,Dropout,smithcheryl@example.com,+1-247-439-9139x65351,2
SID_2024132,56,30.0,Overdue,0,39.61,1,Dropout,smithcheryl@example.com,+1-247-439-9139x65351,3
SID_2024132,59,32.97,Overdue,0,39.61,1,Dropout,smithcheryl@example.com,+1-247-439-9139x65351,4
SID_2024133,40,30.0,Overdue,0,42.36,1,Dropout,crystalmcdaniel@example.com,(901)653-1385x822,1
SID_2024133,43,30.0,Overdue,0,42.36,1,Dropout,crystalmcdaniel@example.com,(901)653-1385x822,2
SID_2024133,44,32.34,Overdue,0,42.36,1,Dropout,crystalmcdaniel@example.com,(901)653-1385x822,3
SID_2024133,49,34.81,Overdue,0,42.36,1,Dropout,crystalmcdaniel@example.com,(901)653-1385x822,4
SID_2024134,79,67.18,Paid,5,66.7,1,Enrolled,richardlang@example.org,001-452-744-6297,1
SID_2024134,79,62.52,Paid,5,66.7,1,Enrolled,richardlang@example.org,001-452-744-6297,2
SID_2024134,77,65.27,Paid,5,66.7,1,Enrolled,richardlang@example.org,001-452-744-6297,3
