StudentID,AttendancePercentage,AverageScore,FeeStatus,LMS_Logins_Per_Week,MidtermGrade,ScholarshipHolder,Target,Email,Phone
SID_2024281,46,30.49,Overdue,2,25.97,0,Dropout,snydertracey@example.net,408-324-7567
SID_2024282,92,83.69,Due,5,57.09,0,Enrolled,williamsfrederick@example.com,846.604.8545x06007
SID_2024283,49,48.05,Overdue,3,36.38,0,Dropout,youngtammie@example.org,+1-859-507-4789x557
SID_2024284,89,84.13,Paid,7,75.26,0,Graduate,micheleromero@example.net,977-975-2455
SID_2024285,89,76.73,Paid,8,71.5,0,Graduate,michael19@example.net,(245)716-8861x011
SID_2024286,63,60.84,Overdue,3,56.08,0,Dropout,kramos@example.net,(556)666-9476
SID_2024287,95,82.55,Paid,6,72.22,0,Graduate,lvelazquez@example.org,796-699-4273x252
SID_2024288,50,47.37,Due,1,54.57,0,Dropout,shawnnewman@example.net,001-287-491-5391x600
SID_2024289,87,61.78,Paid,3,58.72,0,Enrolled,smithkim@example.org,786.887.1382
SID_2024290,47,52.23,Due,2,28.33,0,Dropout,rubiohannah@example.org,+1-234-307-2830x737
SID_2024291,87,77.46,Paid,14,90.99,0,Graduate,william22@example.org,3784746618
SID_2024292,89,85.75,Paid,7,84.98,1,Graduate,nnichols@example.com,581-551-7665x07394
SID_2024293,90,60.33,Due,8,62.39,0,Enrolled,owright@example.com,+1-549-672-2915x12295
SID_2024294,73,76.19,Due,9,61.53,0,Enrolled,kyle57@example.org,001-517-603-3181x1566
SID_2024295,93,81.69,Paid,7,60.77,1,Enrolled,mevans@example.org,537-594-7941
SID_2024296,77,67.38,Paid,6,79.83,1,Enrolled,linda93@example.org,7134789114
SID_2024297,80,84.02,Paid,7,57.74,0,Enrolled,gmercer@example.com,+1-478-730-7106x0013
SID_2024298,48,31.72,Overdue,3,52.01,0,Dropout,xpotter@example.org,001-651-979-4322x971
SID_2024299,94,81.21,Paid,12,86.98,0,Graduate,garciacynthia@example.com,(669)509-9232
SID_2024300,98,93.89,Paid,8,92.87,0,Graduate,jlin@example.org,+1-771-413-2001x166
